0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,compound,fp
1,1,1,1,1,1,1,1,0.5,c01,fp0
0,0,0.5,0,0,0,0,0,0,c02,fp0
1,1,0.5,0,0,0,0,0,0,c03,fp0
0,0,0,0,0,0,0,0,0,c04,fp0
1,1,1,1,1,1,1,1,0.5,c05,fp0
1,0,0,0,0,0,0,0,0,c06,fp0
1,1,1,1,0.8391,0.83725,0.6606,0.6696,0.3319,c07,fp0
1,0,0,0,0,0,0,0,0,c08,fp0
1,1,1,1,1,1,1,1,0.5,c09,fp0
1,1,1,1,1,1,1,1,1,c10,fp0
1,1,1,1,1,1,1,1,0.5,c11,fp0
1,1,1,1,0.8391,0.83725,0.6606,0.6696,0.3319,c12,fp0
1,1,1,1,1,1,1,1,1,c13,fp0
0.2040816326530613,0.4347826086956521,0.5617977528089888,0.5617977528089888,0.5617977528089888,0.5617977528089888,0.5617977528089888,0.5617977528089888,0.4507042253521127,kappa,fp0
0.4951,0.5067,0.53505,0.5017,0.47435,1,1,1,0.5,c01,fp1
0,0,0.08015,0,0,0,0,0,0,c02,fp1
0.10913333333333644,0,0.08345,0,0,0.33443333333332775,0,0,0,c03,fp1
0,0,0,0,0,0,0,0,0,c04,fp1
0.5224666666666651,0.5884,0.5849,0.5017,0.44085,0.04165,0,0,0,c05,fp1
0,0,0,0,0,0.3337333333333133,0,0,0,c06,fp1
1,1,1,1,0.93735,1,1,1,0.5,c07,fp1
0,0,0,0,0,0.3337333333333133,0,0,0,c08,fp1
1,1,1,1,1,1,1,1,0.5,c09,fp1
1,1,1,1,1,0.6108333333333128,1,1,1,c10,fp1
1,1,1,1,0.9379,1,1,1,0.5,c11,fp1
1,1,1,1,0.87525,1,1,1,0.5,c12,fp1
1,1,1,1,1,1,1,1,1,c13,fp1
0.3953488372093022,0.5617977528089888,0.5617977528089888,0.5617977528089888,0.5301204819277108,0.6976744186046513,0.6976744186046513,0.6976744186046513,0.4507042253521127,kappa,fp1
0.4952,0.508,0.5049,0.5038,0.4677,1,1,1,0.2454,c01,fp2
0,0,0.6666666666667462,0,0,0,0,0,0,c02,fp2
0.1116666666666692,0,0,0,0,0.3477999999999933,0,0,0,c03,fp2
0,0,0,0,0,0,0,0,0,c04,fp2
0.5233666666666655,0.5891,0.5049,0.5038,0.4361,0.0358,0,0,0,c05,fp2
0,0,0,0,0,0.3271333333333148,0,0,0,c06,fp2
1,1,1,1,0.9375,1,1,1,0.2454,c07,fp2
0,0,0,0,0,0.3271333333333148,0,0,0,c08,fp2
1,1,1,1,1,1,1,1,0.2454,c09,fp2
1,1,1,1,1,0.6037999999999804,1,1,1,c10,fp2
1,1,1,1,0.9375,1,1,1,0.2454,c11,fp2
1,1,1,1,0.875,1,1,1,0.2454,c12,fp2
1,1,1,1,1,1,1,1,1,c13,fp2
0.3953488372093022,0.5617977528089888,0.4347826086956521,0.5617977528089888,0.5301204819277108,0.6976744186046513,0.6976744186046513,0.6976744186046513,0.4507042253521127,kappa,fp2
0.5036,0.494,0.4919,0.4966,1,1,1,1,0.2492,c01,fp3
0.493,0.4953,1,0.4975,0.42135,0.3939666666666759,0.3815333333333419,0.38010000000000843,0.39630000000000987,c02,fp3
0.513925,0,0.2762000000000029,0.4755666666666688,0.6735,0.6798,0.3333333333333731,0.3333333333333731,0.1254,c03,fp3
0,0,0,0,0,0,0,0,0,c04,fp3
1,0.6662,0.4919,0.4966,0,0,0,0,0.12625,c05,fp3
1,0,0,0.9464333333333383,1,1,0.6666666666667462,0.6666666666667462,0,c06,fp3
1,1,1,1,1,1,1,1,0.2492,c07,fp3
0,0,0,0.9464333333333383,1,1,0.6666666666667462,0.6666666666667462,0,c08,fp3
1,1,1,1,1,1,1,1,0.2492,c09,fp3
1,1,1,1,1,1,1,1,1,c10,fp3
1,1,1,1,1,1,1,1,0.2492,c11,fp3
1,1,1,1,1,1,1,1,0.2492,c12,fp3
1,1,1,1,1,1,1,1,1,c13,fp3
0.31578947368421056,0.3953488372093022,0.3953488372093022,0.2696629213483146,0.31578947368421056,0.31578947368421056,0.4347826086956521,0.4347826086956521,0.4507042253521127,kappa,fp3
